track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
It's Called: Freefall (Rainbow Kitten Surprise) - Sped Up Version,66,sped up nightcore,75,It’s Called: Freefall (Rainbow Kitten Surprise) [Sped Up Version],128589,spotify:track:29xN2h4Cmzmt7lo5Ws1PlZ,0.889,0.459,0,-5.159,1,0.0437,0.34,0.0,0.131,0.633,116.067,audio_features,29xN2h4Cmzmt7lo5Ws1PlZ,spotify:track:29xN2h4Cmzmt7lo5Ws1PlZ,https://api.spotify.com/v1/tracks/29xN2h4Cmzmt7lo5Ws1PlZ,https://api.spotify.com/v1/audio-analysis/29xN2h4Cmzmt7lo5Ws1PlZ,16617,4
SLUT ME OUT,84,NLE Choppa,79,SLUT ME OUT,123672,spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,0.938,0.606,6,-6.396,0,0.419,0.117,0.0,0.528,0.706,121.108,audio_features,5BmB3OaQyYXCqRyN8iR2Yi,spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,https://api.spotify.com/v1/tracks/5BmB3OaQyYXCqRyN8iR2Yi,https://api.spotify.com/v1/audio-analysis/5BmB3OaQyYXCqRyN8iR2Yi,123673,4
Eyes Closed,87,Ed Sheeran,88,Eyes Closed,194848,spotify:track:07bsRv0pcpbG4zJeLsUs1p,0.777,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,audio_features,07bsRv0pcpbG4zJeLsUs1p,spotify:track:07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/tracks/07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/audio-analysis/07bsRv0pcpbG4zJeLsUs1p,194849,4
Complicated,38,Valentin,34,Complicated,196923,spotify:track:7o6wClSMN2SMYN20a4lHwp,0.55,0.516,5,-6.83,1,0.0337,0.443,0.0,0.0833,0.318,78.086,audio_features,7o6wClSMN2SMYN20a4lHwp,spotify:track:7o6wClSMN2SMYN20a4lHwp,https://api.spotify.com/v1/tracks/7o6wClSMN2SMYN20a4lHwp,https://api.spotify.com/v1/audio-analysis/7o6wClSMN2SMYN20a4lHwp,196923,4
Moonlight,90,Kali Uchis,83,Moonlight,187557,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,0.639,0.723,7,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,audio_features,2i2gDpKKWjvnRTOZRhaPh2,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/tracks/2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/audio-analysis/2i2gDpKKWjvnRTOZRhaPh2,187558,4
Nights,81,Frank Ocean,81,Blonde,307151,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,0.457,0.551,5,-9.36,0,0.167,0.427,1.15e-06,0.113,0.428,89.87,audio_features,7eqoqGkKwgOaWNNHx90uEZ,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/audio-analysis/7eqoqGkKwgOaWNNHx90uEZ,307151,4
Apologize (Sped Up),60,Besomorph,60,Apologize (Sped Up),121796,spotify:track:3nxViWYJhRGZpcRsm5eb5V,0.64,0.649,5,-7.851,1,0.0713,0.216,5.59e-06,0.517,0.372,146.175,audio_features,3nxViWYJhRGZpcRsm5eb5V,spotify:track:3nxViWYJhRGZpcRsm5eb5V,https://api.spotify.com/v1/tracks/3nxViWYJhRGZpcRsm5eb5V,https://api.spotify.com/v1/audio-analysis/3nxViWYJhRGZpcRsm5eb5V,121797,4
Love Again,82,The Kid LAROI,78,Love Again,146640,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,0.662,0.398,11,-6.691,0,0.0275,0.716,0.0,0.111,0.468,107.001,audio_features,4sx6NRwL6Ol3V6m9exwGlQ,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/tracks/4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/audio-analysis/4sx6NRwL6Ol3V6m9exwGlQ,145850,4
Hell N Back,85,Bakar,68,Hell N Back,213573,spotify:track:3NRql0A1Ef4RCvT473iqgD,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,audio_features,3NRql0A1Ef4RCvT473iqgD,spotify:track:3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/tracks/3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/audio-analysis/3NRql0A1Ef4RCvT473iqgD,213573,4
changes - Sped Up Version,39,Diphda,32,so many changes,79384,spotify:track:2uQZ0oIsagk8vzueGkjwnY,0.634,0.15,6,-13.636,1,0.0529,0.921,2.82e-05,0.0804,0.827,103.981,audio_features,2uQZ0oIsagk8vzueGkjwnY,spotify:track:2uQZ0oIsagk8vzueGkjwnY,https://api.spotify.com/v1/tracks/2uQZ0oIsagk8vzueGkjwnY,https://api.spotify.com/v1/audio-analysis/2uQZ0oIsagk8vzueGkjwnY,79385,4
Mother,76,Meghan Trainor,76,Takin' It Back (Deluxe),147481,spotify:track:69ZzhvHnSSnzMO8SMYEJWb,0.751,0.661,9,-6.131,1,0.0871,0.124,0.0,0.456,0.761,120.052,audio_features,69ZzhvHnSSnzMO8SMYEJWb,spotify:track:69ZzhvHnSSnzMO8SMYEJWb,https://api.spotify.com/v1/tracks/69ZzhvHnSSnzMO8SMYEJWb,https://api.spotify.com/v1/audio-analysis/69ZzhvHnSSnzMO8SMYEJWb,147481,4
SAD! - Sped Up Version,34,Rxm リム,43,SAD! (Sped Up & Slowed + Reverb Versions),114033,spotify:track:0n88LOZYEfzQxhdLMKg5MX,0.519,0.84,2,-5.982,0,0.0658,0.0945,0.000921,0.145,0.663,168.438,audio_features,0n88LOZYEfzQxhdLMKg5MX,spotify:track:0n88LOZYEfzQxhdLMKg5MX,https://api.spotify.com/v1/tracks/0n88LOZYEfzQxhdLMKg5MX,https://api.spotify.com/v1/audio-analysis/0n88LOZYEfzQxhdLMKg5MX,114034,4
Bounce When She Walk,36,Ohboyprince,47,Bounce When She Walk,208979,spotify:track:4BP9DU5stL7YA9P2a1kS2U,0.765,0.667,11,-7.786,1,0.0452,0.0121,1.57e-06,0.175,0.375,147.106,audio_features,4BP9DU5stL7YA9P2a1kS2U,spotify:track:4BP9DU5stL7YA9P2a1kS2U,https://api.spotify.com/v1/tracks/4BP9DU5stL7YA9P2a1kS2U,https://api.spotify.com/v1/audio-analysis/4BP9DU5stL7YA9P2a1kS2U,208980,4
Quite A Shame,57,Besomorph,60,Quite A Shame,127909,spotify:track:6yFClefWHhbFQweL76gBAK,0.507,0.503,4,-7.848,0,0.0522,0.631,0.0,0.322,0.447,82.253,audio_features,6yFClefWHhbFQweL76gBAK,spotify:track:6yFClefWHhbFQweL76gBAK,https://api.spotify.com/v1/tracks/6yFClefWHhbFQweL76gBAK,https://api.spotify.com/v1/audio-analysis/6yFClefWHhbFQweL76gBAK,127910,4
Snooze,92,SZA,87,SOS,201800,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,audio_features,4iZ4pt7kvcaH6Yo8UoZ4s2,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,201800,4
Stop Wasting Your Time,49,Meric,45,Stop Wasting Your Time,177318,spotify:track:1UoCWR29iD4nkQzYvncgCY,0.529,0.822,2,-3.988,1,0.186,0.0144,0.0,0.343,0.388,134.122,audio_features,1UoCWR29iD4nkQzYvncgCY,spotify:track:1UoCWR29iD4nkQzYvncgCY,https://api.spotify.com/v1/tracks/1UoCWR29iD4nkQzYvncgCY,https://api.spotify.com/v1/audio-analysis/1UoCWR29iD4nkQzYvncgCY,177318,4
Bad Habit,85,Steve Lacy,79,Bad Habit,232114,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,audio_features,5CM4UuQ9Gnd6K2YyKGPMoK,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/tracks/5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/audio-analysis/5CM4UuQ9Gnd6K2YyKGPMoK,232115,4
Her Way,78,PARTYNEXTDOOR,75,PARTYNEXTDOOR TWO,216630,spotify:track:3JEJwjqLkg2Jbau5922CAb,0.542,0.487,1,-9.53,1,0.0286,0.0544,0.000885,0.0872,0.119,111.307,audio_features,3JEJwjqLkg2Jbau5922CAb,spotify:track:3JEJwjqLkg2Jbau5922CAb,https://api.spotify.com/v1/tracks/3JEJwjqLkg2Jbau5922CAb,https://api.spotify.com/v1/audio-analysis/3JEJwjqLkg2Jbau5922CAb,216631,4
Falling Apart,53,Besomorph,60,Falling Apart,161727,spotify:track:7aDxQPHQmH5YZGf9yxIRnn,0.738,0.678,7,-6.107,0,0.0406,0.303,0.0,0.272,0.264,110.023,audio_features,7aDxQPHQmH5YZGf9yxIRnn,spotify:track:7aDxQPHQmH5YZGf9yxIRnn,https://api.spotify.com/v1/tracks/7aDxQPHQmH5YZGf9yxIRnn,https://api.spotify.com/v1/audio-analysis/7aDxQPHQmH5YZGf9yxIRnn,161727,4
you are lying,46,Meric,45,you are lying,141976,spotify:track:3qBJeP0vysrMajfNUeXiWO,0.57,0.883,1,-6.208,0,0.47,0.0531,4.29e-05,0.601,0.365,142.067,audio_features,3qBJeP0vysrMajfNUeXiWO,spotify:track:3qBJeP0vysrMajfNUeXiWO,https://api.spotify.com/v1/tracks/3qBJeP0vysrMajfNUeXiWO,https://api.spotify.com/v1/audio-analysis/3qBJeP0vysrMajfNUeXiWO,141976,3
UNAVAILABLE (feat. Musa Keys),85,Davido,71,Timeless,169911,spotify:track:2kaH2Z8ezDUKf6fNw250rZ,0.788,0.649,2,-9.674,1,0.0532,0.253,0.0136,0.12,0.229,113.009,audio_features,2kaH2Z8ezDUKf6fNw250rZ,spotify:track:2kaH2Z8ezDUKf6fNw250rZ,https://api.spotify.com/v1/tracks/2kaH2Z8ezDUKf6fNw250rZ,https://api.spotify.com/v1/audio-analysis/2kaH2Z8ezDUKf6fNw250rZ,169912,4
Clouds,78,BUNT.,62,Clouds,158760,spotify:track:2lWc1iJlz2NVcStV5fbtPG,0.7,0.748,9,-8.16,0,0.0771,0.226,0.796,0.104,0.154,130.056,audio_features,2lWc1iJlz2NVcStV5fbtPG,spotify:track:2lWc1iJlz2NVcStV5fbtPG,https://api.spotify.com/v1/tracks/2lWc1iJlz2NVcStV5fbtPG,https://api.spotify.com/v1/audio-analysis/2lWc1iJlz2NVcStV5fbtPG,158761,4
Sweater Weather,50,Valentin,34,Sweater Weather,202161,spotify:track:1j6Ru0hAZS1ksXXrZKRmYi,0.739,0.387,7,-7.974,0,0.0367,0.791,0.0,0.0926,0.398,123.969,audio_features,1j6Ru0hAZS1ksXXrZKRmYi,spotify:track:1j6Ru0hAZS1ksXXrZKRmYi,https://api.spotify.com/v1/tracks/1j6Ru0hAZS1ksXXrZKRmYi,https://api.spotify.com/v1/audio-analysis/1j6Ru0hAZS1ksXXrZKRmYi,202161,4
Dance The Night (From Barbie The Album),95,Dua Lipa,85,Dance The Night (From Barbie The Album),176579,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,audio_features,1vYXt7VSjH9JIM5oRRo7vA,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579,4
Green Green Grass - Sped-Up,71,George Ezra,73,Green Green Grass (Sped-Up),128776,spotify:track:1gGeEcwqBNxVqjzjAWvS4N,0.601,0.895,1,-4.157,1,0.19,0.102,0.0,0.295,0.817,146.994,audio_features,1gGeEcwqBNxVqjzjAWvS4N,spotify:track:1gGeEcwqBNxVqjzjAWvS4N,https://api.spotify.com/v1/tracks/1gGeEcwqBNxVqjzjAWvS4N,https://api.spotify.com/v1/audio-analysis/1gGeEcwqBNxVqjzjAWvS4N,128777,4
7NATIONARMY,46,Rxm リム,43,7NATIONARMY,93000,spotify:track:6E6DZQVKBwMdFw1lvK3uzD,0.695,0.553,8,-6.181,1,0.101,0.747,0.0,0.277,0.425,99.967,audio_features,6E6DZQVKBwMdFw1lvK3uzD,spotify:track:6E6DZQVKBwMdFw1lvK3uzD,https://api.spotify.com/v1/tracks/6E6DZQVKBwMdFw1lvK3uzD,https://api.spotify.com/v1/audio-analysis/6E6DZQVKBwMdFw1lvK3uzD,93000,4
LIMBO,87,keshi,75,GABRIEL,212784,spotify:track:2bdVgAQgosGUJoViVDNeOV,0.577,0.366,8,-11.792,1,0.0368,0.879,7.76e-05,0.137,0.0841,129.923,audio_features,2bdVgAQgosGUJoViVDNeOV,spotify:track:2bdVgAQgosGUJoViVDNeOV,https://api.spotify.com/v1/tracks/2bdVgAQgosGUJoViVDNeOV,https://api.spotify.com/v1/audio-analysis/2bdVgAQgosGUJoViVDNeOV,212785,4
Dreaming Of The Sun - Sped up / Nightcore Version,36,Sandra Iris,33,Dreaming Of The Sun,212668,spotify:track:2P54Ud5YJnolYXS5tKnj7k,0.587,0.568,4,-7.942,1,0.0528,0.511,0.000151,0.101,0.388,165.381,audio_features,2P54Ud5YJnolYXS5tKnj7k,spotify:track:2P54Ud5YJnolYXS5tKnj7k,https://api.spotify.com/v1/tracks/2P54Ud5YJnolYXS5tKnj7k,https://api.spotify.com/v1/audio-analysis/2P54Ud5YJnolYXS5tKnj7k,212668,4
Miracle (with Ellie Goulding),92,Calvin Harris,84,Miracle (with Ellie Goulding),186496,spotify:track:5eTaQYBE1yrActixMAeLcZ,0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,audio_features,5eTaQYBE1yrActixMAeLcZ,spotify:track:5eTaQYBE1yrActixMAeLcZ,https://api.spotify.com/v1/tracks/5eTaQYBE1yrActixMAeLcZ,https://api.spotify.com/v1/audio-analysis/5eTaQYBE1yrActixMAeLcZ,186496,4
Guns N' Roses,50,Johnning,50,Guns N' Roses,216279,spotify:track:6MtXDDHNC16r4RpdYhufO8,0.609,0.792,2,-7.106,1,0.0756,0.0214,0.0,0.136,0.594,163.944,audio_features,6MtXDDHNC16r4RpdYhufO8,spotify:track:6MtXDDHNC16r4RpdYhufO8,https://api.spotify.com/v1/tracks/6MtXDDHNC16r4RpdYhufO8,https://api.spotify.com/v1/audio-analysis/6MtXDDHNC16r4RpdYhufO8,216280,4
Them Changes - Sped Up,69,Thundercat,70,Them Changes (Sped Up),135115,spotify:track:6pod2VRHVTven17Da0uZHi,0.815,0.658,2,-7.811,1,0.0464,0.557,0.322,0.114,0.871,114.326,audio_features,6pod2VRHVTven17Da0uZHi,spotify:track:6pod2VRHVTven17Da0uZHi,https://api.spotify.com/v1/tracks/6pod2VRHVTven17Da0uZHi,https://api.spotify.com/v1/audio-analysis/6pod2VRHVTven17Da0uZHi,135116,4
Die For You,87,The Weeknd,93,Starboy,260252,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,audio_features,2Ch7LmS7r2Gy2kc64wv3Bz,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/tracks/2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/audio-analysis/2Ch7LmS7r2Gy2kc64wv3Bz,260253,4
Sexy Bitch,37,Rxm リム,43,Sexy Bitch,163846,spotify:track:5kfVsDVmbCH8jwAfDqJfxa,0.825,0.798,1,-1.42,1,0.039,0.234,3.37e-05,0.0734,0.783,129.996,audio_features,5kfVsDVmbCH8jwAfDqJfxa,spotify:track:5kfVsDVmbCH8jwAfDqJfxa,https://api.spotify.com/v1/tracks/5kfVsDVmbCH8jwAfDqJfxa,https://api.spotify.com/v1/audio-analysis/5kfVsDVmbCH8jwAfDqJfxa,163846,4
tell me who hurt you,46,Meric,45,tell me who hurt you,184778,spotify:track:2K8K4pPrufVNrVu2MV8u7I,0.545,0.89,9,-5.395,0,0.101,0.205,2.06e-06,0.252,0.297,147.056,audio_features,2K8K4pPrufVNrVu2MV8u7I,spotify:track:2K8K4pPrufVNrVu2MV8u7I,https://api.spotify.com/v1/tracks/2K8K4pPrufVNrVu2MV8u7I,https://api.spotify.com/v1/audio-analysis/2K8K4pPrufVNrVu2MV8u7I,184779,4
Glue Song,81,beabadoobee,73,Glue Song,135066,spotify:track:3iBgrkexCzVuPy4O9vx7Mf,0.62,0.409,1,-10.146,1,0.0282,0.77,0.0542,0.105,0.582,113.946,audio_features,3iBgrkexCzVuPy4O9vx7Mf,spotify:track:3iBgrkexCzVuPy4O9vx7Mf,https://api.spotify.com/v1/tracks/3iBgrkexCzVuPy4O9vx7Mf,https://api.spotify.com/v1/audio-analysis/3iBgrkexCzVuPy4O9vx7Mf,135067,3
When You Go,50,Besomorph,60,When You Go,159439,spotify:track:2YFjyn8u9XPT0x8owRH9q4,0.582,0.674,5,-3.445,0,0.033,0.374,0.0,0.229,0.221,128.072,audio_features,2YFjyn8u9XPT0x8owRH9q4,spotify:track:2YFjyn8u9XPT0x8owRH9q4,https://api.spotify.com/v1/tracks/2YFjyn8u9XPT0x8owRH9q4,https://api.spotify.com/v1/audio-analysis/2YFjyn8u9XPT0x8owRH9q4,159439,4
Rush,83,Ayra Starr,73,Rush,185093,spotify:track:1rrqJ9QkOBYJlsZgqqwxgB,0.792,0.503,1,-8.044,1,0.0626,0.0369,0.00057,0.0959,0.381,99.97,audio_features,1rrqJ9QkOBYJlsZgqqwxgB,spotify:track:1rrqJ9QkOBYJlsZgqqwxgB,https://api.spotify.com/v1/tracks/1rrqJ9QkOBYJlsZgqqwxgB,https://api.spotify.com/v1/audio-analysis/1rrqJ9QkOBYJlsZgqqwxgB,185093,4
Satisfaction,45,Rxm リム,43,Satisfaction,142941,spotify:track:5gzBRj2J6zdT7RcgFf0KEo,0.669,0.89,2,-2.382,1,0.111,0.145,0.0128,0.901,0.679,136.061,audio_features,5gzBRj2J6zdT7RcgFf0KEo,spotify:track:5gzBRj2J6zdT7RcgFf0KEo,https://api.spotify.com/v1/tracks/5gzBRj2J6zdT7RcgFf0KEo,https://api.spotify.com/v1/audio-analysis/5gzBRj2J6zdT7RcgFf0KEo,142941,4
SPIT IN MY FACE!,11,ThxSoMch,67,SPIT IN MY FACE!,147874,spotify:track:2jkyPVk1nbpsZD0KAS98Zw,0.701,0.573,1,-9.637,1,0.0695,0.088,0.2,0.105,0.575,165.995,audio_features,2jkyPVk1nbpsZD0KAS98Zw,spotify:track:2jkyPVk1nbpsZD0KAS98Zw,https://api.spotify.com/v1/tracks/2jkyPVk1nbpsZD0KAS98Zw,https://api.spotify.com/v1/audio-analysis/2jkyPVk1nbpsZD0KAS98Zw,162010,4
It's A Wrap - Sped Up,72,Mariah Carey,75,It's A Wrap,164666,spotify:track:4Py8h4C5kdNmH74gDzZoeI,0.86,0.561,9,-3.234,1,0.0478,0.255,0.0,0.122,0.771,99.158,audio_features,4Py8h4C5kdNmH74gDzZoeI,spotify:track:4Py8h4C5kdNmH74gDzZoeI,https://api.spotify.com/v1/tracks/4Py8h4C5kdNmH74gDzZoeI,https://api.spotify.com/v1/audio-analysis/4Py8h4C5kdNmH74gDzZoeI,164667,3
Save Me Pls - Sped up / Nightcore Version,39,Meric,45,Save Me Pls (Sped up / Nightcore Version),163774,spotify:track:0saJgfeThQEI3qELhjYhhv,0.463,0.92,0,-3.571,0,0.159,0.00811,4.95e-05,0.546,0.689,161.21,audio_features,0saJgfeThQEI3qELhjYhhv,spotify:track:0saJgfeThQEI3qELhjYhhv,https://api.spotify.com/v1/tracks/0saJgfeThQEI3qELhjYhhv,https://api.spotify.com/v1/audio-analysis/0saJgfeThQEI3qELhjYhhv,163774,4
Gilded Lily - Sped Up,74,Cults,68,Offering,192727,spotify:track:0M6urYKXizSJgtuipqmctu,0.382,0.586,1,-6.402,0,0.031,0.484,7.7e-06,0.167,0.119,68.156,audio_features,0M6urYKXizSJgtuipqmctu,spotify:track:0M6urYKXizSJgtuipqmctu,https://api.spotify.com/v1/tracks/0M6urYKXizSJgtuipqmctu,https://api.spotify.com/v1/audio-analysis/0M6urYKXizSJgtuipqmctu,192727,4
Unholy,50,Yusuf Alev,41,Unholy,136750,spotify:track:7frsqkhXrbThqsAkTVJDqY,0.694,0.878,6,-4.737,0,0.0427,0.0505,2.18e-05,0.142,0.363,127.95,audio_features,7frsqkhXrbThqsAkTVJDqY,spotify:track:7frsqkhXrbThqsAkTVJDqY,https://api.spotify.com/v1/tracks/7frsqkhXrbThqsAkTVJDqY,https://api.spotify.com/v1/audio-analysis/7frsqkhXrbThqsAkTVJDqY,136750,4
The Hills X Creepin X The Color Violet,10,LonelyEve,57,The Hills X Creepin X The Color Violet,197665,spotify:track:4Zyqy26D6DQ5Mn5gqoUd3W,0.351,0.562,1,-9.658,0,0.0743,0.0707,0.0,0.456,0.186,120.208,audio_features,4Zyqy26D6DQ5Mn5gqoUd3W,spotify:track:4Zyqy26D6DQ5Mn5gqoUd3W,https://api.spotify.com/v1/tracks/4Zyqy26D6DQ5Mn5gqoUd3W,https://api.spotify.com/v1/audio-analysis/4Zyqy26D6DQ5Mn5gqoUd3W,197665,4
Alors On Danse,42,Rxm リム,43,Alors On Danse,113684,spotify:track:4QYp7tuuXDnruR8U1mrpCC,0.803,0.722,1,-2.825,0,0.207,0.499,0.000167,0.291,0.501,132.963,audio_features,4QYp7tuuXDnruR8U1mrpCC,spotify:track:4QYp7tuuXDnruR8U1mrpCC,https://api.spotify.com/v1/tracks/4QYp7tuuXDnruR8U1mrpCC,https://api.spotify.com/v1/audio-analysis/4QYp7tuuXDnruR8U1mrpCC,113684,4
Limbo,83,Freddie Dredd,72,Freddie's Inferno,169946,spotify:track:37F7E7BKEw2E4O2L7u0IEp,0.802,0.623,11,-5.862,0,0.459,0.0292,0.055,0.113,0.457,74.987,audio_features,37F7E7BKEw2E4O2L7u0IEp,spotify:track:37F7E7BKEw2E4O2L7u0IEp,https://api.spotify.com/v1/tracks/37F7E7BKEw2E4O2L7u0IEp,https://api.spotify.com/v1/audio-analysis/37F7E7BKEw2E4O2L7u0IEp,169947,4
RED EYES N BLUE SKIES,39,3ANGEL,20,RED EYES N BLUE SKIES,153380,spotify:track:58d2fDizWMpMVnim2IDZME,0.688,0.307,9,-18.278,1,0.0939,0.527,0.000713,0.719,0.0388,141.987,audio_features,58d2fDizWMpMVnim2IDZME,spotify:track:58d2fDizWMpMVnim2IDZME,https://api.spotify.com/v1/tracks/58d2fDizWMpMVnim2IDZME,https://api.spotify.com/v1/audio-analysis/58d2fDizWMpMVnim2IDZME,153380,4
i'm yours,82,Isabel LaRosa,67,i'm yours,145667,spotify:track:37vVp2sWHuuIBOSl1NswP6,0.398,0.705,5,-7.07,0,0.0756,0.204,5.13e-05,0.443,0.635,111.487,audio_features,37vVp2sWHuuIBOSl1NswP6,spotify:track:37vVp2sWHuuIBOSl1NswP6,https://api.spotify.com/v1/tracks/37vVp2sWHuuIBOSl1NswP6,https://api.spotify.com/v1/audio-analysis/37vVp2sWHuuIBOSl1NswP6,145668,4
Unholy,47,Rxm リム,43,Unholy,136119,spotify:track:3Zhpahof6fIIJQeYL1GMaR,0.677,0.8,2,-3.293,1,0.0309,0.449,6.94e-05,0.136,0.218,133.953,audio_features,3Zhpahof6fIIJQeYL1GMaR,spotify:track:3Zhpahof6fIIJQeYL1GMaR,https://api.spotify.com/v1/tracks/3Zhpahof6fIIJQeYL1GMaR,https://api.spotify.com/v1/audio-analysis/3Zhpahof6fIIJQeYL1GMaR,136119,4
Evergreen (You Didn’t Deserve Me At All),81,Omar Apollo,67,Ivory,216680,spotify:track:2TktkzfozZifbQhXjT6I33,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,audio_features,2TktkzfozZifbQhXjT6I33,spotify:track:2TktkzfozZifbQhXjT6I33,https://api.spotify.com/v1/tracks/2TktkzfozZifbQhXjT6I33,https://api.spotify.com/v1/audio-analysis/2TktkzfozZifbQhXjT6I33,216680,3
Love Feels Like a Prison to Me,41,Meric,45,Love Feels Like a Prison to Me,176806,spotify:track:7h0hJMVFFSx7C2rOxa8Wxw,0.576,0.723,9,-5.911,1,0.136,0.0522,0.000194,0.296,0.12,155.04,audio_features,7h0hJMVFFSx7C2rOxa8Wxw,spotify:track:7h0hJMVFFSx7C2rOxa8Wxw,https://api.spotify.com/v1/tracks/7h0hJMVFFSx7C2rOxa8Wxw,https://api.spotify.com/v1/audio-analysis/7h0hJMVFFSx7C2rOxa8Wxw,176806,4
How Do I Say Goodbye - Sped Up,51,Dean Lewis,73,How Do I Say Goodbye,134999,spotify:track:0b49gQS3t3DNqX4TWBZyhX,0.526,0.727,6,-5.212,1,0.0737,0.332,0.0,0.072,0.625,95.48,audio_features,0b49gQS3t3DNqX4TWBZyhX,spotify:track:0b49gQS3t3DNqX4TWBZyhX,https://api.spotify.com/v1/tracks/0b49gQS3t3DNqX4TWBZyhX,https://api.spotify.com/v1/audio-analysis/0b49gQS3t3DNqX4TWBZyhX,135000,4
KU LO SA - A COLORS SHOW,82,Oxlade,66,KU LO SA - A COLORS SHOW,147580,spotify:track:2WigMwGJysIh9fRnSJvpjn,0.649,0.655,10,-5.534,0,0.0652,0.307,0.0,0.22,0.793,92.9,audio_features,2WigMwGJysIh9fRnSJvpjn,spotify:track:2WigMwGJysIh9fRnSJvpjn,https://api.spotify.com/v1/tracks/2WigMwGJysIh9fRnSJvpjn,https://api.spotify.com/v1/audio-analysis/2WigMwGJysIh9fRnSJvpjn,147581,4
I Fall In Love Too Easily - Sped up / Nightcore Version,45,Sandra Iris,33,"falling in love, songs",122369,spotify:track:4RY63w21hrE2bvKxIjIUjR,0.444,0.209,10,-14.523,0,0.0392,0.945,0.000311,0.171,0.458,90.733,audio_features,4RY63w21hrE2bvKxIjIUjR,spotify:track:4RY63w21hrE2bvKxIjIUjR,https://api.spotify.com/v1/tracks/4RY63w21hrE2bvKxIjIUjR,https://api.spotify.com/v1/audio-analysis/4RY63w21hrE2bvKxIjIUjR,122369,3
Die For You - Sped Up,70,The Weeknd,93,Die For You,223441,spotify:track:4LR9G3Vr27KaqrNm9aymBq,0.556,0.543,4,-6.808,0,0.131,0.0985,0.0,0.186,0.431,77.787,audio_features,4LR9G3Vr27KaqrNm9aymBq,spotify:track:4LR9G3Vr27KaqrNm9aymBq,https://api.spotify.com/v1/tracks/4LR9G3Vr27KaqrNm9aymBq,https://api.spotify.com/v1/audio-analysis/4LR9G3Vr27KaqrNm9aymBq,223441,4
ENNEMIxRIVAL,43,Rxm リム,43,ENNEMIxRIVAL,111312,spotify:track:4kyzXSWRxdl9IfPPI2Ab6f,0.77,0.92,4,-2.845,0,0.354,0.523,0.776,0.786,0.439,123.515,audio_features,4kyzXSWRxdl9IfPPI2Ab6f,spotify:track:4kyzXSWRxdl9IfPPI2Ab6f,https://api.spotify.com/v1/tracks/4kyzXSWRxdl9IfPPI2Ab6f,https://api.spotify.com/v1/audio-analysis/4kyzXSWRxdl9IfPPI2Ab6f,111313,4
