track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
End Of Time,48,LIZZIP,26,End Of Time,140781,spotify:track:4p5AebH0oGdzLakzHjCdR4,0.649,0.899,2,-6.763,1,0.0365,0.013,3.67e-05,0.106,0.333,128.034,audio_features,4p5AebH0oGdzLakzHjCdR4,spotify:track:4p5AebH0oGdzLakzHjCdR4,https://api.spotify.com/v1/tracks/4p5AebH0oGdzLakzHjCdR4,https://api.spotify.com/v1/audio-analysis/4p5AebH0oGdzLakzHjCdR4,140781,4
positions,2,Ariana Grande,86,positions,172324,spotify:track:7igeByaBM0MgGsgXtNxDJ7,0.736,0.802,0,-4.759,1,0.0864,0.468,0.0,0.094,0.675,144.005,audio_features,7igeByaBM0MgGsgXtNxDJ7,spotify:track:7igeByaBM0MgGsgXtNxDJ7,https://api.spotify.com/v1/tracks/7igeByaBM0MgGsgXtNxDJ7,https://api.spotify.com/v1/audio-analysis/7igeByaBM0MgGsgXtNxDJ7,172325,4
Rasputin,81,Majestic,61,Rasputin,186209,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,audio_features,0b18g3G5spr4ZCkz7Y6Q0Q,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,https://api.spotify.com/v1/tracks/0b18g3G5spr4ZCkz7Y6Q0Q,https://api.spotify.com/v1/audio-analysis/0b18g3G5spr4ZCkz7Y6Q0Q,186210,4
Running Away,40,VANO 3000,49,Running Away,111786,spotify:track:2lDODk7inZnmUHbIjUnIwP,0.58,0.696,7,-10.91,1,0.0408,0.66,0.852,0.145,0.721,93.688,audio_features,2lDODk7inZnmUHbIjUnIwP,spotify:track:2lDODk7inZnmUHbIjUnIwP,https://api.spotify.com/v1/tracks/2lDODk7inZnmUHbIjUnIwP,https://api.spotify.com/v1/audio-analysis/2lDODk7inZnmUHbIjUnIwP,111787,4
Levitating (feat. DaBaby),87,Dua Lipa,85,Future Nostalgia,203064,spotify:track:5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,5nujrmhLynf4yMoMtj8AQF,spotify:track:5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,203064,4
Bundles (feat. Taylor Girlz),66,Kayla Nicole,47,Bundles (feat. Taylor Girlz),154805,spotify:track:3QqYZWQLn0evKMIRlGJeeR,0.939,0.682,11,-5.931,1,0.306,0.00152,0.0,0.0552,0.584,130.022,audio_features,3QqYZWQLn0evKMIRlGJeeR,spotify:track:3QqYZWQLn0evKMIRlGJeeR,https://api.spotify.com/v1/tracks/3QqYZWQLn0evKMIRlGJeeR,https://api.spotify.com/v1/audio-analysis/3QqYZWQLn0evKMIRlGJeeR,154806,4
Calling My Phone,2,Lil Tjay,80,Calling My Phone,205458,spotify:track:5Kskr9LcNYa0tpt5f0ZEJx,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,audio_features,5Kskr9LcNYa0tpt5f0ZEJx,spotify:track:5Kskr9LcNYa0tpt5f0ZEJx,https://api.spotify.com/v1/tracks/5Kskr9LcNYa0tpt5f0ZEJx,https://api.spotify.com/v1/audio-analysis/5Kskr9LcNYa0tpt5f0ZEJx,205458,4
Stunnin' (feat. Harm Franklin),66,Curtis Waters,50,Stunnin' (feat. Harm Franklin),144000,spotify:track:2D0dj3hVkRQJCp63cxCPEx,0.885,0.685,11,-6.429,0,0.0627,0.33,0.0,0.148,0.937,99.954,audio_features,2D0dj3hVkRQJCp63cxCPEx,spotify:track:2D0dj3hVkRQJCp63cxCPEx,https://api.spotify.com/v1/tracks/2D0dj3hVkRQJCp63cxCPEx,https://api.spotify.com/v1/audio-analysis/2D0dj3hVkRQJCp63cxCPEx,144000,4
You Right,84,Doja Cat,84,Planet Her,186173,spotify:track:0k4d5YPDr1r7FX77VdqWez,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,audio_features,0k4d5YPDr1r7FX77VdqWez,spotify:track:0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/tracks/0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/audio-analysis/0k4d5YPDr1r7FX77VdqWez,186173,4
Whoopty,74,CJ,61,Whoopty,123262,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,audio_features,5vGLcdRuSbUhD8ScwsGSdA,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,https://api.spotify.com/v1/tracks/5vGLcdRuSbUhD8ScwsGSdA,https://api.spotify.com/v1/audio-analysis/5vGLcdRuSbUhD8ScwsGSdA,123263,4
Electric Love,84,BØRNS,66,Dopamine,218106,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,audio_features,2GiJYvgVaD2HtM8GqD9EgQ,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ,218107,4
More Than A Woman,77,Bee Gees,75,How Can You Mend A Broken Heart,196213,spotify:track:2cX2coZS1PYBfPs8wgbdWE,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,audio_features,2cX2coZS1PYBfPs8wgbdWE,spotify:track:2cX2coZS1PYBfPs8wgbdWE,https://api.spotify.com/v1/tracks/2cX2coZS1PYBfPs8wgbdWE,https://api.spotify.com/v1/audio-analysis/2cX2coZS1PYBfPs8wgbdWE,196213,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,83,Riton,66,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],169153,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,audio_features,4cG7HUWYHBV6R6tHn1gxrl,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl,169153,4
Mirror,46,SI US PLAU,35,Mirror,127258,spotify:track:3jUifuwKaLSuCwq3loTTAP,0.733,0.785,6,-7.127,1,0.0993,0.295,2.42e-05,0.152,0.531,123.968,audio_features,3jUifuwKaLSuCwq3loTTAP,spotify:track:3jUifuwKaLSuCwq3loTTAP,https://api.spotify.com/v1/tracks/3jUifuwKaLSuCwq3loTTAP,https://api.spotify.com/v1/audio-analysis/3jUifuwKaLSuCwq3loTTAP,127258,4
Bitch Better Have My Money,81,Rihanna,87,Bitch Better Have My Money,219305,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,audio_features,0NTMtAO2BV4tnGvw9EgBVq,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,219306,4
Never Cross,37,Will Ryte,39,Never Cross,105600,spotify:track:2sPEFgSC3kp9Kyc6PWEQi3,0.511,0.612,9,-7.782,0,0.268,0.39,0.0,0.109,0.363,200.086,audio_features,2sPEFgSC3kp9Kyc6PWEQi3,spotify:track:2sPEFgSC3kp9Kyc6PWEQi3,https://api.spotify.com/v1/tracks/2sPEFgSC3kp9Kyc6PWEQi3,https://api.spotify.com/v1/audio-analysis/2sPEFgSC3kp9Kyc6PWEQi3,105600,4
Miss You,49,JANFRY,41,Miss You,131200,spotify:track:5yGBAk2Ukgs1SQS3tpOI46,0.657,0.802,8,-5.964,0,0.0565,0.0205,0.0128,0.0756,0.243,140.005,audio_features,5yGBAk2Ukgs1SQS3tpOI46,spotify:track:5yGBAk2Ukgs1SQS3tpOI46,https://api.spotify.com/v1/tracks/5yGBAk2Ukgs1SQS3tpOI46,https://api.spotify.com/v1/audio-analysis/5yGBAk2Ukgs1SQS3tpOI46,131201,3
Hawái,81,Maluma,82,PAPI JUANCHO,199112,spotify:track:1yoMvmasuxZfqHEipJhRbp,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,audio_features,1yoMvmasuxZfqHEipJhRbp,spotify:track:1yoMvmasuxZfqHEipJhRbp,https://api.spotify.com/v1/tracks/1yoMvmasuxZfqHEipJhRbp,https://api.spotify.com/v1/audio-analysis/1yoMvmasuxZfqHEipJhRbp,199112,4
Mood (feat. iann dior),7,24kGoldn,70,Mood (feat. iann dior),140525,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989,audio_features,3tjFYV6RSFtuktYl3ZtYcq,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/tracks/3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/audio-analysis/3tjFYV6RSFtuktYl3ZtYcq,140526,4
Lies,37,Dame Dame,42,Lies,156885,spotify:track:1MoCNaJBVDOMSMJMhIEjCR,0.823,0.771,9,-6.055,0,0.0365,0.627,0.00101,0.271,0.658,122.015,audio_features,1MoCNaJBVDOMSMJMhIEjCR,spotify:track:1MoCNaJBVDOMSMJMhIEjCR,https://api.spotify.com/v1/tracks/1MoCNaJBVDOMSMJMhIEjCR,https://api.spotify.com/v1/audio-analysis/1MoCNaJBVDOMSMJMhIEjCR,156885,4
drivers license,29,Olivia Rodrigo,84,drivers license,242013,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,audio_features,7lPN2DXiMsVn7XUKtOW1CS,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/tracks/7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/audio-analysis/7lPN2DXiMsVn7XUKtOW1CS,242014,4
Ride It,83,Regard,67,Ride It,157605,spotify:track:2tnVG71enUj33Ic2nFN6kZ,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,audio_features,2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157606,4
Top Down,37,Jt5k,33,So Far From Home,109800,spotify:track:79pcq6d3893iSt6Jtq50IC,0.652,0.722,0,-7.629,0,0.0316,0.0205,0.0,0.153,0.285,140.966,audio_features,79pcq6d3893iSt6Jtq50IC,spotify:track:79pcq6d3893iSt6Jtq50IC,https://api.spotify.com/v1/tracks/79pcq6d3893iSt6Jtq50IC,https://api.spotify.com/v1/audio-analysis/79pcq6d3893iSt6Jtq50IC,109800,4
Lemonade,76,Internet Money,67,"Lemonade (feat. Gunna, Don Toliver & NAV)",195428,spotify:track:02kDW379Yfd5PzW5A6vuGt,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,audio_features,02kDW379Yfd5PzW5A6vuGt,spotify:track:02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/tracks/02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/audio-analysis/02kDW379Yfd5PzW5A6vuGt,195429,4
Up,74,Cardi B,78,Up (Instrumental),156944,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,audio_features,1M4OcYkxAtu3ErzSgDEfoi,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,https://api.spotify.com/v1/tracks/1M4OcYkxAtu3ErzSgDEfoi,https://api.spotify.com/v1/audio-analysis/1M4OcYkxAtu3ErzSgDEfoi,156945,4
Cupid's Chokehold / Breakfast in America,78,Gym Class Heroes,67,The Papercut Chronicles,243773,spotify:track:2Lhdl74nwwVGOE2Gv35QuK,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,audio_features,2Lhdl74nwwVGOE2Gv35QuK,spotify:track:2Lhdl74nwwVGOE2Gv35QuK,https://api.spotify.com/v1/tracks/2Lhdl74nwwVGOE2Gv35QuK,https://api.spotify.com/v1/audio-analysis/2Lhdl74nwwVGOE2Gv35QuK,243773,4
The Business,82,Tiësto,82,The Business,164000,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,audio_features,6f3Slt0GbA2bPZlz0aIFXN,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,164000,4
Hush Hush,47,Arem Ozguc,63,Hush Hush,118064,spotify:track:5JfypFrG72bBZ5Z0uLWkeD,0.668,0.804,10,-5.005,0,0.36,0.0767,0.0,0.194,0.644,123.112,audio_features,5JfypFrG72bBZ5Z0uLWkeD,spotify:track:5JfypFrG72bBZ5Z0uLWkeD,https://api.spotify.com/v1/tracks/5JfypFrG72bBZ5Z0uLWkeD,https://api.spotify.com/v1/audio-analysis/5JfypFrG72bBZ5Z0uLWkeD,118064,4
Baby Girl,80,Disco Lines,61,Baby Girl,111074,spotify:track:2cSdAkzAf2T4j4aLvx4LLz,0.73,0.907,2,-3.72,1,0.0606,0.0921,0.114,0.23,0.249,120.968,audio_features,2cSdAkzAf2T4j4aLvx4LLz,spotify:track:2cSdAkzAf2T4j4aLvx4LLz,https://api.spotify.com/v1/tracks/2cSdAkzAf2T4j4aLvx4LLz,https://api.spotify.com/v1/audio-analysis/2cSdAkzAf2T4j4aLvx4LLz,111074,4
Leave Before You Love Me,50,MØRFI,39,Leave Before You Love,124880,spotify:track:3QclFWAS0G1gssGbRYKow8,0.612,0.782,8,-4.618,1,0.0598,0.00261,0.0,0.432,0.321,125.849,audio_features,3QclFWAS0G1gssGbRYKow8,spotify:track:3QclFWAS0G1gssGbRYKow8,https://api.spotify.com/v1/tracks/3QclFWAS0G1gssGbRYKow8,https://api.spotify.com/v1/audio-analysis/3QclFWAS0G1gssGbRYKow8,124881,4
telepatía,86,Kali Uchis,83,Sin Miedo (del Amor y Otros Demonios) ∞,160191,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,audio_features,6tDDoYIxWvMLTdKpjFkc1B,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,160191,4
"Gravity (feat. Tyler, The Creator)",70,Brent Faiyaz,80,"Gravity (feat. Tyler, The Creator)",214692,spotify:track:6u3CPnFMKANYgfdiifFOiJ,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,audio_features,6u3CPnFMKANYgfdiifFOiJ,spotify:track:6u3CPnFMKANYgfdiifFOiJ,https://api.spotify.com/v1/tracks/6u3CPnFMKANYgfdiifFOiJ,https://api.spotify.com/v1/audio-analysis/6u3CPnFMKANYgfdiifFOiJ,214693,4
motive (with Doja Cat),59,Ariana Grande,86,Positions (Deluxe),167989,spotify:track:5VipERQ1ofCowecoFg2MVU,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,audio_features,5VipERQ1ofCowecoFg2MVU,spotify:track:5VipERQ1ofCowecoFg2MVU,https://api.spotify.com/v1/tracks/5VipERQ1ofCowecoFg2MVU,https://api.spotify.com/v1/audio-analysis/5VipERQ1ofCowecoFg2MVU,167990,4
Good Days,82,SZA,87,Good Days,279204,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,audio_features,3YJJjQPAbDT7mGpX3WtQ9A,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/audio-analysis/3YJJjQPAbDT7mGpX3WtQ9A,279204,4
What You Know Bout Love,83,Pop Smoke,79,Shoot For The Stars Aim For The Moon,160000,spotify:track:1tkg4EHVoqnhR6iFEXb60y,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,1tkg4EHVoqnhR6iFEXb60y,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4
K Boy Bye,36,ASTELLE,21,K Boy Bye,166354,spotify:track:3OgPctJpAjlqPsGWl0NeoF,0.547,0.865,7,-5.058,0,0.0483,0.0141,0.0,0.245,0.638,159.87,audio_features,3OgPctJpAjlqPsGWl0NeoF,spotify:track:3OgPctJpAjlqPsGWl0NeoF,https://api.spotify.com/v1/tracks/3OgPctJpAjlqPsGWl0NeoF,https://api.spotify.com/v1/audio-analysis/3OgPctJpAjlqPsGWl0NeoF,166354,4
WAP (feat. Megan Thee Stallion),82,Cardi B,78,WAP (feat. Megan Thee Stallion),187541,spotify:track:4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,audio_features,4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541,4
Savage Love (Laxed - Siren Beat),78,Jawsh 685,59,Savage Love (Laxed - Siren Beat),171374,spotify:track:1xQ6trAsedVPCdbtDAmk0c,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,audio_features,1xQ6trAsedVPCdbtDAmk0c,spotify:track:1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/tracks/1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/audio-analysis/1xQ6trAsedVPCdbtDAmk0c,171375,4
HOLIDAY,75,Lil Nas X,76,HOLIDAY,154997,spotify:track:6zFMeegAMYQo0mt8rXtrli,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,audio_features,6zFMeegAMYQo0mt8rXtrli,spotify:track:6zFMeegAMYQo0mt8rXtrli,https://api.spotify.com/v1/tracks/6zFMeegAMYQo0mt8rXtrli,https://api.spotify.com/v1/audio-analysis/6zFMeegAMYQo0mt8rXtrli,154998,4
No Love,38,Will Ryte,39,Help Yourself,168000,spotify:track:4uvgv5P5mb6zsoS7BlO0K1,0.806,0.544,9,-8.354,0,0.0624,0.68,2.8e-05,0.11,0.474,100.037,audio_features,4uvgv5P5mb6zsoS7BlO0K1,spotify:track:4uvgv5P5mb6zsoS7BlO0K1,https://api.spotify.com/v1/tracks/4uvgv5P5mb6zsoS7BlO0K1,https://api.spotify.com/v1/audio-analysis/4uvgv5P5mb6zsoS7BlO0K1,168000,4
WITHOUT YOU,21,The Kid LAROI,78,F*CK LOVE (SAVAGE),161384,spotify:track:27OeeYzk6klgBh83TSvGMA,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,audio_features,27OeeYzk6klgBh83TSvGMA,spotify:track:27OeeYzk6klgBh83TSvGMA,https://api.spotify.com/v1/tracks/27OeeYzk6klgBh83TSvGMA,https://api.spotify.com/v1/audio-analysis/27OeeYzk6klgBh83TSvGMA,161385,4
ROCKSTAR (feat. Roddy Ricch),81,DaBaby,79,BLAME IT ON BABY,181733,spotify:track:7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,audio_features,7ytR5pFWmSjzHJIeQkgog4,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4
Middle Of The Night,38,Fenox,19,Middle Of The Night,170894,spotify:track:7LVcTA24fqNix2VbN3485Z,0.724,0.904,11,-3.631,0,0.048,0.0327,0.000233,0.266,0.655,122.951,audio_features,7LVcTA24fqNix2VbN3485Z,spotify:track:7LVcTA24fqNix2VbN3485Z,https://api.spotify.com/v1/tracks/7LVcTA24fqNix2VbN3485Z,https://api.spotify.com/v1/audio-analysis/7LVcTA24fqNix2VbN3485Z,170894,4
Palm of My Hand,37,Will Ryte,39,Palm of My Hand,125217,spotify:track:7krqmxxUvvLUpJzbHgBlws,0.784,0.679,8,-7.129,0,0.12,0.562,6.71e-06,0.103,0.476,92.023,audio_features,7krqmxxUvvLUpJzbHgBlws,spotify:track:7krqmxxUvvLUpJzbHgBlws,https://api.spotify.com/v1/tracks/7krqmxxUvvLUpJzbHgBlws,https://api.spotify.com/v1/audio-analysis/7krqmxxUvvLUpJzbHgBlws,125217,4
34+35,81,Ariana Grande,86,Positions,173710,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,audio_features,6Im9k8u9iIzKMrmV7BWtlF,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/tracks/6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/audio-analysis/6Im9k8u9iIzKMrmV7BWtlF,173711,4
Rover (feat. DTG),74,S1mba,57,Rover (feat. DTG),167916,spotify:track:4slSrbTK1sNK4I1mDYEthf,0.613,0.624,11,-6.66,0,0.206,0.496,0.0,0.283,0.803,62.948,audio_features,4slSrbTK1sNK4I1mDYEthf,spotify:track:4slSrbTK1sNK4I1mDYEthf,https://api.spotify.com/v1/tracks/4slSrbTK1sNK4I1mDYEthf,https://api.spotify.com/v1/audio-analysis/4slSrbTK1sNK4I1mDYEthf,167917,5
Put Your Records On,1,Ritt Momney,56,Put Your Records On,210463,spotify:track:1fah1uAs7HeTYDlNftKr3K,0.399,0.492,6,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066,audio_features,1fah1uAs7HeTYDlNftKr3K,spotify:track:1fah1uAs7HeTYDlNftKr3K,https://api.spotify.com/v1/tracks/1fah1uAs7HeTYDlNftKr3K,https://api.spotify.com/v1/audio-analysis/1fah1uAs7HeTYDlNftKr3K,210463,4
Mood Swings (feat. Lil Tjay),80,Pop Smoke,79,Shoot For The Stars Aim For The Moon,213333,spotify:track:5rZlwNFl01HqLWBQGryKSm,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,audio_features,5rZlwNFl01HqLWBQGryKSm,spotify:track:5rZlwNFl01HqLWBQGryKSm,https://api.spotify.com/v1/tracks/5rZlwNFl01HqLWBQGryKSm,https://api.spotify.com/v1/audio-analysis/5rZlwNFl01HqLWBQGryKSm,213333,4
Therefore I Am,76,Billie Eilish,86,Therefore I Am,174321,spotify:track:54bFM56PmE4YLRnqpW6Tha,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,audio_features,54bFM56PmE4YLRnqpW6Tha,spotify:track:54bFM56PmE4YLRnqpW6Tha,https://api.spotify.com/v1/tracks/54bFM56PmE4YLRnqpW6Tha,https://api.spotify.com/v1/audio-analysis/54bFM56PmE4YLRnqpW6Tha,174321,4
For The Night (feat. Lil Baby & DaBaby),82,Pop Smoke,79,Shoot For The Stars Aim For The Moon,190476,spotify:track:0PvFJmanyNQMseIFrU708S,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4
Backyard Boy,5,Claire Rosinkranz,58,BeVerly Hills BoYfRiEnd,129240,spotify:track:0y9fkzOaaQy4Up22BGUbIp,0.819,0.642,5,-7.037,1,0.189,0.336,0.0,0.0735,0.452,138.026,audio_features,0y9fkzOaaQy4Up22BGUbIp,spotify:track:0y9fkzOaaQy4Up22BGUbIp,https://api.spotify.com/v1/tracks/0y9fkzOaaQy4Up22BGUbIp,https://api.spotify.com/v1/audio-analysis/0y9fkzOaaQy4Up22BGUbIp,129241,4
TKN (feat. Travis Scott),75,ROSALÍA,82,TKN (feat. Travis Scott),129370,spotify:track:4w47S36wQGBhGg073q3nt7,0.776,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,audio_features,4w47S36wQGBhGg073q3nt7,spotify:track:4w47S36wQGBhGg073q3nt7,https://api.spotify.com/v1/tracks/4w47S36wQGBhGg073q3nt7,https://api.spotify.com/v1/audio-analysis/4w47S36wQGBhGg073q3nt7,129371,4
Play Date,81,Melanie Martinez,79,Cry Baby (Deluxe Edition),179867,spotify:track:4DpNNXFMMxQEKl7r0ykkWA,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,audio_features,4DpNNXFMMxQEKl7r0ykkWA,spotify:track:4DpNNXFMMxQEKl7r0ykkWA,https://api.spotify.com/v1/tracks/4DpNNXFMMxQEKl7r0ykkWA,https://api.spotify.com/v1/audio-analysis/4DpNNXFMMxQEKl7r0ykkWA,179867,4
Freak,73,Doja Cat,84,Freak,284480,spotify:track:3aA6xB0tOilDDX17fIJ0Bl,0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,audio_features,3aA6xB0tOilDDX17fIJ0Bl,spotify:track:3aA6xB0tOilDDX17fIJ0Bl,https://api.spotify.com/v1/tracks/3aA6xB0tOilDDX17fIJ0Bl,https://api.spotify.com/v1/audio-analysis/3aA6xB0tOilDDX17fIJ0Bl,284480,3
Wait a Minute!,83,WILLOW,69,ARDIPITHECUS,196520,spotify:track:0y60itmpH0aPKsFiGxmtnh,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4
FLIP THE SWITCH (feat. Drake),68,Quavo,79,QUAVO HUNCHO,156195,spotify:track:1rlIrbWboTRGeKfHhgbJRZ,0.853,0.637,3,-5.924,0,0.331,0.129,0.0,0.267,0.496,86.048,audio_features,1rlIrbWboTRGeKfHhgbJRZ,spotify:track:1rlIrbWboTRGeKfHhgbJRZ,https://api.spotify.com/v1/tracks/1rlIrbWboTRGeKfHhgbJRZ,https://api.spotify.com/v1/audio-analysis/1rlIrbWboTRGeKfHhgbJRZ,156195,4
